n1,n2,t
43,45,171140
49,59,171140
7,21,171140
33,49,171140
49,7,171140
7,59,171140
32,59,171140
33,52,171160
43,45,171160
32,52,171180
32,57,171180
12,15,171200
15,57,171200
43,57,171200
49,59,171200
32,43,171200
13,46,171200
0,52,171200
52,49,171200
12,46,171220
10,43,171220
13,46,171220
52,49,171220
45,51,171220
12,15,171240
12,46,171240
10,43,171240
45,28,171240
12,46,171260
10,43,171260
33,49,171260
45,28,171260
12,46,171280
15,43,171280
45,28,171280
43,7,171300
45,28,171300
43,21,171300
10,7,171320
45,28,171320
10,57,171340
10,45,171360
45,7,171360
45,57,171360
10,7,171360
10,57,171360
0,52,171360
32,0,171360
10,45,171380
7,57,171380
45,28,171380
10,28,171380
0,52,171380
10,46,171380
10,7,171400
7,57,171400
45,28,171400
45,28,171420
43,21,171420
15,43,171440
10,28,171440
45,7,171460
43,7,171460
10,28,171460
11,13,171480
43,45,171480
11,45,171480
10,45,171500
15,43,171500
10,45,171520
11,45,171520
11,4,171520
10,4,171520
15,43,171520
11,10,171520
4,45,171540
12,45,171540
11,45,171540
11,4,171540
15,43,171540
10,45,171560
10,4,171560
15,43,171560
10,45,171580
4,45,171580
15,43,171580
10,45,171600
43,45,171600
43,7,171600
15,43,171600
10,13,171600
33,49,171600
10,45,171620
12,46,171620
13,45,171620
43,45,171620
10,13,171620
4,52,171620
10,45,171640
12,46,171640
10,13,171640
10,45,171660
4,33,171660
12,46,171660
13,45,171660
10,4,171660
10,43,171660
10,13,171660
13,43,171660
10,46,171660
4,46,171680
12,46,171680
15,45,171680
4,13,171680
15,43,171680
4,15,171680
10,57,171680
13,7,171700
12,46,171700
33,0,171700
4,7,171700
13,7,171720
13,57,171720
7,57,171720
13,12,171720
4,57,171720
12,46,171740
4,57,171740
43,45,171760
10,43,171760
13,7,171780
13,57,171780
33,52,171780
10,43,171780
7,57,171780
33,49,171780
52,59,171780
13,7,171800
4,33,171800
4,49,171800
13,57,171800
4,0,171800
0,49,171800
10,43,171800
7,57,171800
0,52,171800
13,7,171820
13,57,171820
10,43,171820
7,57,171820
13,57,171840
46,30,171840
10,43,171840
43,45,171860
46,30,171860
10,43,171860
7,57,171860
46,30,171880
7,57,171880
45,21,171900
46,30,171900
46,37,171900
32,0,171900
33,52,171920
46,30,171920
7,57,171920
13,61,171920
0,3,171940
46,30,171940
32,49,171940
33,49,171940
13,61,171940
12,30,171960
33,52,171960
46,30,171960
32,49,171960
33,0,171980
33,52,171980
46,30,171980
32,49,171980
33,49,171980
0,52,171980
33,0,172000
0,49,172000
46,30,172000
10,43,172000
7,57,172000
13,61,172000
46,30,172020
10,43,172020
13,61,172020
33,0,172040
46,30,172040
33,59,172040
0,52,172040
13,61,172040
15,7,172040
33,0,172060
46,30,172060
10,43,172060
13,61,172060
33,52,172080
46,30,172100
32,0,172100
12,46,172120
46,30,172120
45,21,172140
43,45,172140
46,30,172140
0,52,172140
43,52,172160
43,45,172160
46,30,172160
13,61,172160
12,30,172180
43,45,172180
46,30,172180
10,43,172180
33,49,172180
13,61,172180
46,30,172200
10,43,172200
13,61,172200
46,30,172220
10,43,172220
33,49,172220
10,45,172240
10,43,172240
33,49,172240
13,61,172240
10,45,172260
43,45,172260
10,43,172260
33,49,172260
13,61,172260
12,46,172280
46,30,172280
10,43,172280
33,49,172280
13,61,172280
10,45,172300
45,57,172300
12,30,172300
43,57,172300
43,45,172300
10,43,172300
10,57,172300
33,49,172300
13,61,172300
10,45,172320
0,22,172320
33,52,172320
10,43,172320
13,61,172320
0,22,172340
43,45,172340
33,49,172340
33,59,172340
13,61,172340
12,30,172360
0,22,172360
43,45,172360
13,61,172360
0,22,172380
33,52,172380
43,45,172380
33,49,172380
52,49,172380
0,22,172400
33,52,172400
33,49,172400
13,61,172400
45,7,172420
12,30,172420
0,22,172420
43,45,172420
49,59,172420
43,7,172420
13,61,172420
3,49,172420
45,7,172440
13,57,172440
43,45,172440
11,57,172440
49,59,172440
45,7,172460
12,30,172460
33,52,172460
43,45,172460
10,43,172460
13,61,172460
10,45,172480
33,0,172480
33,52,172480
43,45,172480
0,52,172480
13,61,172480
33,0,172500
13,57,172500
43,45,172500
7,57,172500
33,7,172500
13,7,172520
33,13,172520
12,46,172520
13,57,172520
43,45,172520
33,7,172520
12,30,172540
43,45,172540
46,30,172540
13,7,172560
33,0,172560
13,57,172560
43,45,172560
46,30,172560
7,57,172560
13,7,172580
12,30,172580
0,3,172580
13,57,172580
43,45,172580
46,30,172580
33,3,172580
10,43,172580
7,57,172580
12,30,172600
43,45,172600
0,49,172600
46,30,172600
10,43,172600
7,57,172600
18,43,172620
33,0,172620
43,45,172620
0,49,172620
46,30,172620
10,43,172620
13,7,172640
12,30,172640
13,57,172640
43,45,172640
46,30,172640
10,43,172640
13,57,172660
43,45,172660
46,30,172660
7,57,172660
43,45,172680
46,30,172680
43,45,172700
11,43,172700
10,43,172700
43,45,172720
10,43,172720
0,21,172720
43,45,172740
10,43,172740
0,21,172740
18,57,172760
11,39,172760
46,30,172760
10,43,172760
0,21,172760
18,57,172780
33,52,172780
10,43,172780
11,35,172780
0,21,172780
10,45,172800
18,57,172800
43,45,172800
46,30,172800
10,43,172800
0,21,172800
10,45,172820
43,45,172820
46,30,172820
10,43,172820
7,57,172820
33,52,172840
43,45,172840
46,30,172840
10,43,172840
7,57,172840
0,21,172840
33,52,172860
43,45,172860
13,15,172860
46,30,172860
10,43,172860
7,57,172860
0,21,172860
12,30,172880
13,57,172880
33,52,172880
43,45,172880
13,15,172880
0,21,172880
15,57,172900
12,30,172900
13,57,172900
33,52,172900
43,45,172900
46,30,172900
10,0,172900
0,21,172900
15,57,172920
12,30,172920
13,57,172920
43,45,172920
13,15,172920
46,30,172920
0,21,172920
52,57,172940
15,57,172940
33,15,172940
13,57,172940
33,52,172940
43,45,172940
52,57,172960
15,57,172960
13,57,172960
43,45,172960
13,15,172960
43,45,172980
10,43,172980
11,35,172980
13,57,173000
43,45,173000
46,30,173000
10,43,173000
0,59,173000
13,57,173020
43,45,173020
15,57,173040
13,57,173040
43,45,173040
43,45,173060
10,43,173060
13,57,173080
43,45,173080
10,43,173080
15,57,173100
32,7,173100
13,57,173100
43,45,173100
10,43,173100
32,45,173120
13,57,173120
52,61,173120
13,57,173140
13,15,173140
46,30,173140
7,57,173140
45,21,173160
7,37,173160
13,57,173160
0,49,173160
46,30,173160
7,37,173180
15,61,173180
18,21,173180
4,49,173200
7,37,173200
33,52,173200
0,49,173200
46,30,173200
4,49,173220
7,37,173220
4,0,173220
0,49,173220
13,15,173220
46,30,173220
15,43,173220
0,52,173220
13,43,173220
18,58,173240
33,52,173240
13,15,173240
46,30,173240
15,43,173240
13,43,173240
15,57,173260
46,30,173260
13,57,173280
4,0,173280
0,49,173280
13,15,173280
46,30,173280
10,43,173280
12,30,173300
4,0,173300
46,30,173300
4,18,173300
7,28,173320
12,46,173320
4,58,173320
46,30,173320
10,43,173320
0,18,173320
7,28,173340
12,30,173340
46,30,173340
7,51,173340
10,43,173340
0,58,173340
45,7,173360
4,0,173360
43,45,173380
46,30,173380
33,49,173380
7,28,173400
43,45,173400
46,30,173400
7,51,173400
33,49,173400
0,58,173400
46,30,173420
7,51,173420
10,43,173420
10,45,173440
43,45,173440
46,30,173440
7,51,173440
10,43,173440
10,45,173460
33,52,173460
43,45,173460
46,30,173460
7,51,173460
10,43,173460
0,58,173460
33,52,173480
43,45,173480
4,0,173480
7,51,173480
0,58,173480
7,28,173500
43,45,173500
4,0,173500
43,45,173520
4,0,173520
18,28,173520
18,7,173520
12,30,173540
43,45,173540
46,30,173540
18,28,173540
18,7,173540
4,58,173560
43,45,173560
46,30,173560
7,28,173580
33,52,173580
43,45,173580
46,30,173580
0,58,173580
12,30,173600
33,52,173600
43,45,173600
12,30,173620
33,52,173620
43,45,173620
4,0,173620
12,30,173640
18,35,173640
33,52,173640
43,45,173640
12,30,173660
12,46,173660
18,35,173660
43,45,173660
46,30,173660
12,30,173680
43,45,173680
46,30,173680
12,30,173700
12,46,173700
43,45,173700
4,0,173700
4,7,173700
0,7,173700
12,30,173720
33,52,173720
43,45,173720
4,0,173720
0,7,173720
33,0,173740
43,45,173740
4,0,173740
4,7,173740
33,0,173760
18,45,173760
0,52,173760
33,52,173780
4,0,173780
18,45,173780
0,52,173780
46,7,173800
4,52,173800
4,33,173820
43,45,173820
4,52,173820
0,52,173820
43,45,173840
32,52,173860
43,45,173860
32,52,173880
12,30,173880
43,45,173880
43,45,173900
4,0,173900
18,43,173920
43,45,173920
43,45,173940
4,49,173960
43,45,173960
43,45,173980
4,0,173980
10,18,173980
18,43,174000
43,45,174000
4,0,174000
43,45,174020
0,49,174020
10,18,174020
43,45,174040
43,45,174060
18,43,174080
43,45,174080
4,33,174100
43,45,174100
43,45,174120
4,0,174120
0,49,174120
4,33,174140
33,0,174140
43,45,174140
4,0,174140
4,33,174160
33,0,174160
43,45,174160
4,0,174160
43,45,174180
4,0,174180
4,33,174200
18,43,174200
43,45,174200
18,43,174220
43,45,174220
4,0,174220
43,45,174240
4,0,174240
43,45,174260
4,0,174260
43,45,174280
4,0,174280
18,43,174300
43,45,174300
43,45,174320
12,7,174320
4,0,174320
43,45,174340
0,7,174340
43,45,174360
33,49,174360
43,45,174380
43,45,174400
0,34,174420
43,45,174420
43,45,174440
18,21,174440
0,58,174440
18,43,174460
43,45,174460
33,49,174460
0,34,174480
18,43,174500
0,34,174500
43,45,174500
43,45,174520
10,45,174540
0,34,174540
43,45,174540
10,18,174540
10,45,174560
18,43,174560
43,45,174560
10,18,174560
0,34,174580
43,45,174580
43,45,174600
10,43,174600
18,43,174620
43,45,174620
43,45,174640
0,49,174640
45,7,174660
43,45,174660
10,7,174660
4,18,174660
18,43,174680
33,0,174680
43,45,174680
10,7,174680
18,45,174680
12,35,174680
33,0,174700
43,45,174700
12,35,174700
18,43,174720
33,0,174720
16,53,174720
7,58,174720
18,43,174740
18,43,174760
10,34,174760
33,0,174760
18,43,174780
10,34,174780
12,46,174780
0,49,174780
33,49,174780
18,43,174800
10,34,174800
33,0,174800
43,45,174800
33,49,174800
18,43,174820
33,0,174820
43,45,174820
18,43,174840
43,45,174840
18,43,174860
43,45,174860
33,61,174860
18,43,174880
43,45,174880
18,43,174900
10,34,174900
43,45,174900
18,43,174920
49,56,174920
18,43,174940
10,34,174940
43,45,174940
10,7,174940
49,56,174940
18,43,174960
10,34,174960
10,7,174960
18,43,174980
43,45,174980
10,7,174980
49,56,174980
18,43,175000
10,34,175000
43,45,175000
10,7,175000
49,56,175000
18,43,175020
10,7,175020
49,56,175020
18,45,175020
18,43,175040
10,34,175040
43,45,175040
10,7,175040
18,45,175040
18,43,175060
43,45,175060
10,7,175060
49,56,175060
53,43,175080
18,43,175080
10,34,175080
43,45,175080
10,7,175080
18,45,175080
18,53,175080
10,34,175100
12,46,175100
43,45,175100
10,7,175100
49,56,175100
10,34,175120
12,46,175120
43,45,175120
10,7,175120
18,45,175120
18,43,175140
43,45,175140
10,7,175140
18,45,175140
18,43,175160
43,45,175160
10,7,175160
10,34,175180
18,53,175180
49,56,175200
43,45,175220
10,45,175240
18,43,175240
10,45,175260
43,45,175260
10,43,175260
43,45,175280
8,43,175300
8,18,175300
43,45,175300
8,16,175300
43,45,175320
43,45,175340
18,60,175340
7,34,175340
8,43,175360
43,45,175360
7,34,175360
8,43,175380
43,45,175380
18,21,175380
7,34,175380
8,43,175400
43,45,175400
7,34,175400
8,43,175420
43,45,175420
16,43,175420
53,7,175440
8,43,175440
43,45,175440
53,7,175460
8,43,175460
43,45,175460
53,7,175480
18,43,175480
8,43,175480
43,45,175480
53,7,175500
8,43,175500
8,18,175500
43,45,175500
12,7,175500
18,43,175520
12,46,175520
8,18,175520
8,43,175540
43,45,175540
8,10,175540
10,43,175540
8,43,175560
8,18,175560
10,18,175560
8,10,175560
8,18,175580
43,45,175580
8,10,175580
43,45,175600
10,18,175600
8,10,175600
8,10,175620
35,39,175620
43,45,175640
8,10,175640
8,43,175660
43,45,175660
8,10,175660
8,43,175680
0,55,175680
43,45,175680
8,10,175680
10,43,175680
8,43,175700
7,28,175700
0,55,175700
43,45,175700
10,18,175700
8,10,175700
10,43,175700
8,43,175720
7,28,175720
0,55,175720
43,45,175720
8,10,175720
8,43,175740
7,28,175740
43,45,175740
8,10,175740
11,53,175760
0,55,175760
10,18,175760
8,10,175760
11,53,175780
8,43,175780
0,55,175780
8,10,175780
11,53,175800
8,43,175800
0,55,175800
8,10,175800
11,53,175820
0,55,175820
43,45,175820
10,18,175820
8,10,175820
11,53,175840
0,55,175840
10,18,175840
8,10,175840
0,55,175860
43,45,175860
10,18,175860
10,43,175860
0,55,175880
43,45,175880
8,53,175880
10,43,175880
12,46,175900
43,45,175900
8,53,175900
7,51,175900
10,43,175900
7,51,175920
10,43,175920
11,0,175920
8,43,175940
43,45,175940
10,18,175940
7,51,175940
10,43,175940
10,18,175960
7,51,175960
43,45,175980
8,43,176000
43,45,176000
0,49,176000
7,51,176000
10,43,176000
0,28,176020
8,45,176020
8,18,176020
43,45,176020
8,10,176020
8,43,176040
12,46,176040
8,18,176040
43,45,176040
10,18,176040
8,10,176040
7,51,176040
8,43,176060
43,45,176060
10,18,176060
8,10,176060
10,43,176060
0,7,176060
8,43,176080
43,45,176080
16,43,176080
10,43,176080
0,18,176080
53,7,176100
43,45,176100
43,7,176100
10,43,176100
45,7,176120
53,7,176120
8,43,176120
43,45,176120
43,7,176120
10,43,176120
18,43,176140
8,43,176140
43,45,176140
10,7,176140
43,7,176140
8,10,176140
10,43,176140
18,7,176140
8,7,176140
11,8,176160
43,45,176160
43,7,176160
11,45,176160
11,43,176160
10,18,176160
8,10,176160
10,43,176160
11,10,176160
8,45,176180
11,8,176180
43,45,176180
43,7,176180
11,45,176180
11,43,176180
8,10,176180
10,43,176180
3,49,176180
43,45,176200
43,7,176200
11,45,176200
8,10,176200
11,18,176200
11,10,176200
18,7,176200
10,45,176220
8,45,176220
15,57,176220
43,45,176220
11,45,176220
8,10,176220
32,3,176220
11,18,176220
11,10,176220
10,45,176240
15,57,176240
11,8,176240
11,7,176240
43,45,176240
10,7,176240
11,45,176240
8,57,176240
11,43,176240
8,10,176240
15,43,176240
11,10,176240
18,7,176240
10,45,176260
15,57,176260
8,43,176260
11,8,176260
43,57,176260
43,45,176260
11,57,176260
11,45,176260
8,57,176260
11,43,176260
10,18,176260
8,10,176260
16,43,176260
3,60,176260
18,45,176260
10,43,176260
10,57,176260
11,10,176260
8,15,176260
3,61,176260
10,45,176280
8,45,176280
0,57,176280
8,43,176280
10,7,176280
8,10,176280
3,60,176280
10,43,176280
18,15,176280
43,45,176300
10,7,176300
11,45,176300
18,15,176300
18,43,176320
0,3,176320
15,61,176320
43,45,176320
16,43,176320
18,45,176320
8,45,176340
18,43,176340
15,61,176340
10,0,176340
10,3,176340
0,3,176360
10,18,176360
3,18,176360
10,45,176380
8,45,176380
33,15,176380
0,3,176380
15,61,176380
8,10,176380
16,43,176380
18,7,176380
10,45,176400
15,61,176400
8,10,176400
16,43,176400
15,61,176420
10,7,176420
0,49,176420
8,10,176420
8,45,176440
15,61,176440
0,49,176440
16,43,176440
8,45,176460
0,3,176460
15,61,176460
0,49,176460
15,61,176480
0,49,176480
0,3,176500
15,61,176500
43,45,176500
8,43,176520
0,3,176520
15,61,176520
43,45,176520
8,45,176540
8,43,176540
0,3,176540
15,61,176540
43,45,176540
43,7,176540
8,45,176560
0,3,176560
15,61,176560
43,7,176560
43,57,176580
15,61,176580
43,7,176580
22,60,176580
7,57,176580
8,45,176600
43,7,176600
11,45,176600
22,60,176600
8,45,176620
11,53,176620
11,15,176620
15,61,176620
43,7,176620
16,45,176620
45,57,176640
12,15,176640
11,15,176640
43,7,176640
15,43,176640
16,15,176640
8,15,176640
15,7,176640
45,57,176660
12,15,176660
12,7,176660
43,7,176660
0,49,176660
12,43,176660
16,15,176660
8,15,176660
8,45,176680
45,57,176680
12,7,176680
53,46,176680
43,7,176680
8,57,176680
12,43,176680
8,15,176680
45,57,176700
12,7,176700
43,7,176700
8,57,176700
11,43,176700
12,43,176700
16,15,176700
8,15,176700
8,45,176720
45,57,176720
15,57,176720
12,7,176720
53,46,176720
43,7,176720
11,43,176720
15,43,176720
12,43,176720
21,60,176720
16,15,176720
8,15,176720
45,57,176740
16,12,176740
12,7,176740
43,7,176740
12,43,176740
8,15,176740
45,57,176760
8,43,176760
8,18,176760
43,7,176760
15,53,176760
18,7,176760
8,7,176760
15,7,176760
8,18,176780
15,53,176780
15,7,176780
12,15,176800
43,57,176800
43,45,176800
11,15,176820
43,57,176820
43,45,176820
0,49,176820
11,43,176820
18,53,176820
8,7,176820
45,57,176840
43,57,176840
0,49,176840
11,43,176840
18,15,176840
15,53,176840
18,53,176840
8,7,176840
45,57,176860
43,57,176860
43,45,176860
53,46,176860
0,49,176860
21,60,176860
15,53,176860
18,53,176860
15,43,176880
43,57,176900
43,45,176900
35,39,176900
45,57,176920
15,61,176920
45,57,176940
15,61,176940
8,7,176940
45,57,176960
15,61,176960
8,7,176960
45,57,176980
33,15,176980
15,61,176980
8,7,176980
45,57,177000
0,57,177000
15,61,177000
45,57,177020
45,57,177040
18,15,177040
45,57,177060
0,43,177060
45,57,177080
43,45,177080
45,57,177100
0,49,177100
33,49,177100
32,0,177100
8,7,177100
13,12,177100
13,43,177100
45,57,177120
33,0,177120
13,43,177120
45,57,177140
13,43,177140
45,57,177160
33,0,177160
15,35,177160
12,43,177160
18,53,177160
8,7,177160
45,57,177180
33,0,177180
8,7,177180
45,57,177200
3,13,177200
45,57,177220
3,13,177220
4,13,177220
45,57,177240
33,0,177240
4,13,177240
45,57,177260
33,0,177260
13,35,177260
35,39,177260
45,57,177280
33,0,177280
13,35,177280
13,39,177280
35,39,177280
8,7,177280
45,57,177300
35,39,177300
